Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
18-10-2019,Hyderabad,24.3,52.38,4.01,20.85,11.59,7.35,0.5,2.71,18.67
19-10-2019,Hyderabad,22.92,54.35,3.64,21.67,12.31,7.06,0.48,2.92,21.13
20-10-2019,Hyderabad,28.04,51.18,4.17,23.54,13.8,8.1,0.62,2.68,18.41
21-10-2019,Hyderabad,22.03,46.72,3.98,21.12,13.29,7.59,0.51,3.34,20.2
22-10-2019,Hyderabad,41.03,71.08,8.21,27.1,17.71,9.75,0.65,3.63,14.93
23-10-2019,Hyderabad,37.8,70.86,7.97,23.75,16.66,10.32,0.57,4.71,14.48
24-10-2019,Hyderabad,22.53,43.48,5.57,19.81,12.99,13.38,0.6,8.3,12.59
25-10-2019,Hyderabad,23.54,56.62,9.25,22.14,15.97,10.27,0.49,4.34,13.74
26-10-2019,Hyderabad,18.81,42.64,4.68,18.42,9.9,8.98,0.44,2.59,15.61
27-10-2019,Hyderabad,40.65,51.1,4.6,21.39,11.8,10.41,0.45,4.04,17.96
28-10-2019,Hyderabad,64.09,94.5,5.52,24.01,15.71,11.32,0.59,5.25,20.95
29-10-2019,Hyderabad,42.04,74.5,5.84,25.96,17.77,10.59,0.64,3.38,19.55
30-10-2019,Hyderabad,40.41,72.97,7.5,26.24,19.03,10.16,0.98,2.96,19.73
31-10-2019,Hyderabad,21.39,51.57,4.76,19.89,13.88,9.06,0.86,2.8,20.34
01-11-2019,Hyderabad,22.51,54.11,6.53,20.95,14.98,9.79,0.46,3.41,19.96
02-11-2019,Hyderabad,29.98,70,7.92,25.34,18.73,9.6,0.61,3.58,20.79
03-11-2019,Hyderabad,37.22,84.04,5,22.49,15.44,11.06,0.59,5.34,23.74
04-11-2019,Hyderabad,57.61,115.79,5.3,25.82,17.28,15.21,0.64,11.04,27.88
05-11-2019,Hyderabad,84.85,157.6,6.75,36.15,23.28,23.37,0.75,13.54,28.26
06-11-2019,Hyderabad,84,155.75,8.64,35.47,24.61,20.55,0.85,9.23,27.88
07-11-2019,Hyderabad,70.7,125.56,4.46,27.89,17.71,15.01,0.65,6.2,31.05
08-11-2019,Hyderabad,69.8,129.17,8.51,29.95,21.6,15.53,0.71,7.62,28.77
09-11-2019,Hyderabad,81.35,146.94,4.9,29.9,19.58,15.9,0.67,9.4,32.63
10-11-2019,Hyderabad,72.38,133.78,3.52,28.07,17.44,12.72,0.57,11.76,38.45
11-11-2019,Hyderabad,60.06,122.21,5.61,30.62,20.55,11.9,0.64,6.83,27.21
12-11-2019,Hyderabad,56.27,111.69,4.11,27.67,17.74,11.32,0.48,8.28,32.11
13-11-2019,Hyderabad,62.64,120.38,4.36,32.29,20.36,10.87,0.55,7.01,34.16
14-11-2019,Hyderabad,67.77,124.6,4.17,28.91,18.43,11.7,0.6,5.57,34.65
15-11-2019,Hyderabad,69.15,130.32,4.1,34.06,21.15,12.01,0.67,6.04,30.76
16-11-2019,Hyderabad,66.42,134.25,4.52,33.39,20.91,12.6,0.67,6.42,30.5
17-11-2019,Hyderabad,70.79,135.59,3.95,30.37,18.84,13.55,0.66,11.76,34.73
18-11-2019,Hyderabad,76.03,153.76,3.46,35.4,21.34,15.46,0.71,13.24,41.27
19-11-2019,Hyderabad,82.72,159.66,3.29,32.85,19.65,15.59,0.68,9.84,44.86
20-11-2019,Hyderabad,84.11,153.06,3.88,38.32,23.25,13.49,0.69,6.29,35.3
21-11-2019,Hyderabad,78.63,137.03,5.37,38.44,24.57,10.53,0.7,4.59,30.22
22-11-2019,Hyderabad,76.7,143.27,5.09,40.26,25.3,11.35,0.76,5.68,29.72
23-11-2019,Hyderabad,75.82,146.29,7.29,42.14,28.07,13.8,0.77,9.06,26.43
24-11-2019,Hyderabad,80.31,147.9,6.13,38.39,25.13,14.89,0.79,6.99,30.62
25-11-2019,Hyderabad,86.18,152.32,3.74,35.5,20.55,12.62,0.72,7.34,32.54
26-11-2019,Hyderabad,80.88,147.41,3.03,31.01,15.71,11,0.7,6.09,32.79
27-11-2019,Hyderabad,71.3,141.73,4.68,38.76,20.13,10.22,0.85,5.83,28.08
28-11-2019,Hyderabad,74.49,141.9,8.62,49.64,30.01,13.02,0.88,7.11,27.41
29-11-2019,Hyderabad,62.42,117.76,7.57,44.76,29.05,16.02,0.79,5.44,28.58
30-11-2019,Hyderabad,63.81,129.5,6,40.93,26.28,17.83,0.79,5.9,24.91
01-12-2019,Hyderabad,61.97,115.41,7.3,32.04,22.23,14.62,0.7,5.92,23.4
02-12-2019,Hyderabad,45.57,78.45,7.03,26.88,19.45,13.54,0.61,5.01,22.17
03-12-2019,Hyderabad,47.66,80.56,7.56,36.08,24.79,12.29,0.75,5.45,20.1
04-12-2019,Hyderabad,79.37,134.99,7.67,38.31,25.8,14.17,0.81,5.55,30.71
05-12-2019,Hyderabad,82.44,152.49,10.1,47.96,32.55,15.47,0.92,8.32,27.09
06-12-2019,Hyderabad,85.82,164.16,11.81,46.9,32.85,15.81,0.86,8.61,30.81
07-12-2019,Hyderabad,83.29,152.67,10.13,49.14,33.08,14.05,0.82,6.63,33.25
08-12-2019,Hyderabad,67.07,126.99,10.2,42.75,29.65,14.96,0.83,5.88,27.28
09-12-2019,Hyderabad,57.77,111.21,9.93,41.58,28.47,16.72,0.89,5.62,24.99
10-12-2019,Hyderabad,58.14,116.77,12.36,43.91,31.49,14.78,0.86,6.12,24.18
11-12-2019,Hyderabad,64.73,122.45,14.33,45.83,36.44,14.38,0.92,5.73,26.62
12-12-2019,Hyderabad,55.77,109.27,10.17,44.15,30.6,13.92,0.78,5.58,23.84
13-12-2019,Hyderabad,31.86,69.75,8.63,32.41,23.17,13.97,0.61,5.87,26.76
14-12-2019,Hyderabad,40.8,83.56,8.88,35.37,24.88,14.5,0.67,5.14,26.37
15-12-2019,Hyderabad,43.43,78.64,7.88,31.45,22.09,14.16,0.66,4.87,27.3
16-12-2019,Hyderabad,50.84,100.38,8.91,39.89,27.36,14.67,0.75,5.05,25.47
17-12-2019,Hyderabad,69.16,129.71,13.06,45.94,33.48,17.47,0.84,6.06,24.37
18-12-2019,Hyderabad,75.72,146.93,16.08,48.4,37.04,19.48,0.91,6.88,24.3
19-12-2019,Hyderabad,75.66,147.41,12.24,45.84,32.73,17.5,0.92,5.69,25.57
20-12-2019,Hyderabad,78.86,152.23,15.73,52.39,38.9,17.39,1,8.96,25.49
21-12-2019,Hyderabad,82.1,156.27,14.3,45.79,33.96,18.8,0.84,7.61,31.18
22-12-2019,Hyderabad,77.15,141.72,9.68,41.34,28.6,19.15,0.66,6.27,28.57
23-12-2019,Hyderabad,74.42,132.56,8.99,41.57,28.3,16.81,0.73,5.84,30.37
24-12-2019,Hyderabad,62.38,109.07,8.67,34.51,24.29,14.8,0.63,5.24,32.49
25-12-2019,Hyderabad,72.06,123.2,8.46,33,23.25,14.82,0.74,4.73,34.33
26-12-2019,Hyderabad,62.79,114.8,9.47,33.93,24.52,13.26,0.75,5.43,29.67
27-12-2019,Hyderabad,56.3,119.06,10.23,36.66,26.15,13.04,0.73,6.89,26.83
28-12-2019,Hyderabad,73.73,141.13,10.37,39.62,28.11,13.24,0.72,14.5,31.39
29-12-2019,Hyderabad,80.23,149.05,11.11,44.53,31.18,13.85,0.79,10.51,32.58
30-12-2019,Hyderabad,72.02,127.34,11.1,36.32,26.86,13.41,0.81,6.71,36.01
31-12-2019,Hyderabad,47.37,82.17,8.73,30.94,22.41,14.24,0.68,5.25,30.96
01-01-2020,Hyderabad,41.19,69.42,8.24,25.88,19.3,13.79,0.65,4.18,28.71
02-01-2020,Hyderabad,30.8,56,8.74,27.43,20.49,13.76,0.61,3.83,22.23
03-01-2020,Hyderabad,33.09,57.88,8.11,25.24,18.87,13.49,0.57,5.53,22.63
04-01-2020,Hyderabad,57.96,106.32,9.94,29.78,22.36,15.35,0.7,6.3,27.61
05-01-2020,Hyderabad,64.52,113.98,10.67,34.05,24.59,15.44,0.57,17.49,29.06
06-01-2020,Hyderabad,56.86,101.12,9.19,36.85,25.69,13.85,0.75,11.39,26.58
07-01-2020,Hyderabad,51.1,89.73,8.09,30.38,21.53,13.18,0.6,5.24,27.64
08-01-2020,Hyderabad,40.04,74.46,8.75,25.03,19.35,12.15,0.45,6.19,26.31
09-01-2020,Hyderabad,46.45,88.34,10.08,29.5,22.57,15.74,0.52,6.66,20.13
10-01-2020,Hyderabad,74.35,129.65,8.75,29.58,21.49,16.41,0.52,8.8,30.67
11-01-2020,Hyderabad,74.55,141.86,10.9,41.69,29.49,16.45,0.62,13.04,29.76
12-01-2020,Hyderabad,67.37,137.74,13.05,42.49,30.97,17.71,0.57,14.43,29.52
13-01-2020,Hyderabad,65.69,135.4,12.77,46.15,33.07,17.95,0.61,11.57,32.27
14-01-2020,Hyderabad,72.24,139.44,4.8,40.97,25.37,23.48,0.63,5.04,41.27
15-01-2020,Hyderabad,50.23,86.93,2.88,25.29,15.62,20.92,0.42,4.35,36.53
16-01-2020,Hyderabad,35.28,65.41,2.81,22.05,13.92,18.35,0.38,5.35,33.42
17-01-2020,Hyderabad,31.16,63.66,6.4,27.84,19.17,15.93,0.44,5.87,25.51
18-01-2020,Hyderabad,35.01,74.36,10.46,29.5,22.59,14.58,0.48,5.17,25.43
19-01-2020,Hyderabad,34.14,71.2,11.5,27.74,22,14.75,0.43,4.3,25.09
20-01-2020,Hyderabad,39.98,83.38,11.41,30.46,23.89,16.02,0.47,4.75,25.95
21-01-2020,Hyderabad,37.27,89.76,10.09,32.37,24.07,17.04,0.46,5.1,28.47
22-01-2020,Hyderabad,38.79,85.47,10,31.8,23.56,17.7,0.48,5.74,27.79
23-01-2020,Hyderabad,56.38,115.76,11.39,43.87,31.09,18.33,0.62,6.51,23.8
24-01-2020,Hyderabad,63.09,128.53,16.57,49.49,37.99,19.87,0.66,7.58,21.9
25-01-2020,Hyderabad,67.01,141.41,16.44,47.05,36.22,22.15,0.7,9.29,24.01
26-01-2020,Hyderabad,62.52,138.48,16.82,43,34.1,22.36,0.63,8.08,26.27
27-01-2020,Hyderabad,57.99,119.51,14.41,38.53,30.46,22.01,0.56,7.35,29.09
28-01-2020,Hyderabad,51.37,105.71,11.61,29.77,23.94,22.99,0.45,9.14,36.31
29-01-2020,Hyderabad,58.15,132.5,12.15,38.77,28.53,27.52,0.56,12.66,27.33
30-01-2020,Hyderabad,68.2,149.58,15.2,36.66,29.56,24.9,0.57,12.68,32.23
31-01-2020,Hyderabad,59.22,131.21,15.5,38.18,30.84,31.58,0.47,8.72,33.28
01-02-2020,Hyderabad,38.88,83.63,13.41,40.69,30.19,44.44,0.4,5.26,23.6
02-02-2020,Hyderabad,40.2,86.11,10.81,29.28,22.65,20.47,0.45,4.62,22.37
03-02-2020,Hyderabad,36.94,79.23,11.29,30.21,24.72,19.85,0.42,4.14,19.82
04-02-2020,Hyderabad,27.77,68.94,11.47,31.23,24.15,18.8,0.42,6.01,22.31
05-02-2020,Hyderabad,32.73,79.91,12.03,34.88,26.52,18.89,0.44,4.73,20.87
06-02-2020,Hyderabad,30.56,83.58,11.42,41.17,29.82,19.47,0.4,4.98,22.55
07-02-2020,Hyderabad,32.21,85.67,10.06,28.37,21.89,16.24,0.39,4.61,28.54
08-02-2020,Hyderabad,38.5,82.42,13.62,28.55,24.59,16.84,0.45,4.7,22.27
09-02-2020,Hyderabad,41.49,67.47,12.81,27.11,23.16,16.83,0.49,5.98,17.12
10-02-2020,Hyderabad,39.28,71.1,11.81,29.29,23.63,15.89,0.48,4.23,24.04
11-02-2020,Hyderabad,42.7,80,11.16,29.93,23.38,15.85,0.49,4.72,30.41
12-02-2020,Hyderabad,56.38,105.86,11.99,36.64,27.32,16.47,0.6,5.87,27.5
13-02-2020,Hyderabad,61.85,130.5,14.13,43.3,32.56,17.28,0.6,9.22,28.73
14-02-2020,Hyderabad,74.29,149.4,27.33,60.15,52.12,20.31,0.85,19.3,25.32
15-02-2020,Hyderabad,66.96,142.86,28.85,57.58,51.8,22.58,0.8,13.19,27.56
16-02-2020,Hyderabad,65.61,134.24,17.31,43.19,34.66,25.29,0.56,11.81,34.95
17-02-2020,Hyderabad,59.75,138.05,18.42,44.99,35.83,24.82,0.63,10.93,29.88
18-02-2020,Hyderabad,45.93,120.32,13,47.25,33.53,23.78,0.57,14.12,29.11
19-02-2020,Hyderabad,49.6,116.05,12.41,44.57,32.04,26.32,0.58,8.36,32.27
20-02-2020,Hyderabad,45.57,94.57,10.85,27.45,21.75,19.79,0.41,5.78,31.14
21-02-2020,Hyderabad,35.27,76.37,10,22.96,18.73,17.45,0.35,6.09,32.66
22-02-2020,Hyderabad,28.81,77.15,10.68,27.78,21.61,16.2,0.37,5.72,28.48
23-02-2020,Hyderabad,25.6,64.14,9.89,24.85,19.69,15.89,0.39,5.8,29.68
24-02-2020,Hyderabad,32.51,77.92,9.62,27.31,20.91,16.28,0.46,4.77,32.78
25-02-2020,Hyderabad,42.14,107.78,10.13,28.15,21.56,20.99,0.46,8.89,31.4
26-02-2020,Hyderabad,55.84,134.28,12.79,34.26,26.33,21.99,0.51,12.79,34.42
27-02-2020,Hyderabad,38.49,108.25,9.06,33.43,23.77,16.36,0.41,10.07,36.84
28-02-2020,Hyderabad,40.35,103.27,4.75,29.75,19.28,21.13,0.43,6.6,35.27
29-02-2020,Hyderabad,42.44,94.49,3.45,25.56,16.14,21.76,0.51,4.91,33.3
01-03-2020,Hyderabad,43.21,93.93,4.18,27.41,17.73,20.04,0.58,4.72,33.69
02-03-2020,Hyderabad,48.6,98.66,4.74,31.95,20.68,20.01,0.59,5.26,29.23
03-03-2020,Hyderabad,49.59,101.91,3.4,27.73,17.39,17.38,0.52,5.34,29.24
04-03-2020,Hyderabad,46.51,109.13,10.5,29.56,22.73,20.08,0.52,8.82,26.06
05-03-2020,Hyderabad,57.23,135.4,11.81,37.61,27.67,22.86,0.64,11.83,29.33
06-03-2020,Hyderabad,33.87,85.6,9.46,23.4,18.67,20.08,0.44,5.21,21.86
07-03-2020,Hyderabad,38.58,92.91,11,25.4,21.69,17.74,0.46,4.76,23.93
08-03-2020,Hyderabad,33.94,68.49,9.05,22.05,17.67,16.43,0.46,4.69,23.97
09-03-2020,Hyderabad,32.84,75.09,10.27,22.79,18.72,11.49,0.5,4.82,18.94
10-03-2020,Hyderabad,25.67,60.08,9.91,21.21,17.74,11.85,0.44,4.35,21.56
11-03-2020,Hyderabad,29.93,75.82,9.77,26.85,20.78,14.8,0.48,5.01,21.78
12-03-2020,Hyderabad,31.53,86.96,10.01,30.61,22.99,13.76,0.58,5.55,21.14
13-03-2020,Hyderabad,27.51,78.19,9.16,25.71,19.82,13.03,0.46,4.96,20.64
14-03-2020,Hyderabad,33.45,83.27,10.07,28.19,21.84,14.14,0.53,6.01,20.47
15-03-2020,Hyderabad,32.03,81.84,10.48,27.55,21.68,13.87,0.49,5.37,22.61
16-03-2020,Hyderabad,27.86,68.18,10.8,28.5,22.5,18.46,0.53,4.57,19.88
17-03-2020,Hyderabad,25.08,69.94,10.63,29.65,22.98,12.91,0.47,3.98,20.94
18-03-2020,Hyderabad,26.32,68.45,11.32,31.53,24.45,11.78,0.51,5.34,20.74
19-03-2020,Hyderabad,43.39,97.86,9.2,33.52,24.66,14.85,0.68,7.02,24.86
20-03-2020,Hyderabad,33.71,72.83,7.05,25.04,18.77,11.25,0.52,5.39,29.44
21-03-2020,Hyderabad,39.85,103.66,8.88,24.68,19.21,10.92,0.57,7.04,28.78
22-03-2020,Hyderabad,38,85.6,9.58,20.45,16.82,11.33,0.49,6.38,26.93
23-03-2020,Hyderabad,37.97,72.32,8,14.21,12.92,11.63,0.46,5.41,28.82
24-03-2020,Hyderabad,28.75,59.24,7.76,12.33,11.79,10.04,0.4,6.67,28.26
25-03-2020,Hyderabad,28.47,59.28,7.76,12.7,11.53,11.26,0.4,6.22,28.67
26-03-2020,Hyderabad,29,60.99,7.92,12.23,11.39,9.25,0.37,5.14,29.13
27-03-2020,Hyderabad,34.09,67.6,7.7,12.16,11.2,9,0.36,5.3,33.42
28-03-2020,Hyderabad,36.17,67.08,3.67,11.67,8.47,10.69,0.39,6.39,36.97
29-03-2020,Hyderabad,42.07,75.41,2.85,19.37,11.3,11.83,0.47,4.71,36.94
30-03-2020,Hyderabad,34.79,65.96,3.05,19.35,12.19,9.62,0.41,7.11,36.78
31-03-2020,Hyderabad,42.42,72.92,5.47,19.9,14.38,10.08,0.49,7.31,37.4
01-04-2020,Hyderabad,47.96,83.65,3.72,19.98,13.07,11.07,0.65,6.64,35.46
02-04-2020,Hyderabad,48.05,80.7,3.48,19.75,12.85,11.34,0.55,6.67,33.65
03-04-2020,Hyderabad,38.13,69.42,3.8,18.95,12.23,10.45,0.51,9.04,31.37
04-04-2020,Hyderabad,37.34,72.16,3.78,21.26,13.49,10.48,0.5,8.46,26.57
05-04-2020,Hyderabad,30.18,57.17,5.19,16.71,12.2,11.57,0.44,8.36,27.81
06-04-2020,Hyderabad,27.87,64.99,6.26,18.52,13.41,14.86,0.66,8.47,25.48
07-04-2020,Hyderabad,19.76,39.6,20.04,22.67,23.9,20.62,0.8,8.49,34.09
08-04-2020,Hyderabad,19.94,43.45,16.92,20.46,21.26,18.78,0.41,11.06,36.03
09-04-2020,Hyderabad,29.36,61.5,23.69,25.74,26.47,15.14,0.51,9.14,29.65
10-04-2020,Hyderabad,18.95,36.93,9.39,31.96,22.02,14.41,0.52,6.51,28.05
11-04-2020,Hyderabad,23.99,43.01,10.56,27.24,21.24,13.54,0.38,6.21,23.3
12-04-2020,Hyderabad,33.4,59.02,5.55,21.68,15.09,13.12,0.4,4.25,24.1
13-04-2020,Hyderabad,35.21,66.35,6.95,18.03,14.06,13.2,0.41,3.48,29.34
14-04-2020,Hyderabad,38.07,78.8,5.4,19.72,13.94,14.34,0.38,4.27,33.8
15-04-2020,Hyderabad,33.99,68.75,5.55,18.3,13.43,11.99,0.41,4.36,34.56
16-04-2020,Hyderabad,37.13,68.87,5.58,18.82,13.75,12.6,0.49,4.19,33.93
17-04-2020,Hyderabad,38.44,75.93,6.43,21.35,15.53,16.41,0.51,5.07,29.02
18-04-2020,Hyderabad,35.67,63.08,6.99,25.01,17.34,16.54,0.5,4.46,24.66
19-04-2020,Hyderabad,30.21,61.21,7.75,24.42,17.97,17.69,0.38,5.75,24.31
20-04-2020,Hyderabad,26.47,57.08,7.86,25.39,18.67,15.19,0.38,6.01,21.8
21-04-2020,Hyderabad,22.83,42.44,8.29,29.99,21.48,22.58,0.5,6.64,20.2
22-04-2020,Hyderabad,25.12,46.3,7.57,26.18,18.57,17.45,0.39,4.56,23.58
23-04-2020,Hyderabad,27.57,62.7,7.51,24.7,17.87,14.74,0.45,4.88,23.42
24-04-2020,Hyderabad,28.99,54.72,6.92,22.09,16.45,14.59,0.44,4.43,23.95
25-04-2020,Hyderabad,31.76,72.38,6.91,24.4,17.63,13.7,0.46,5.65,24.59
26-04-2020,Hyderabad,29.9,59.77,6.85,20.64,15.56,15.52,0.42,4.27,25.52
27-04-2020,Hyderabad,23.51,56.45,6.72,21.98,16.13,11.94,0.44,3.83,26.87
28-04-2020,Hyderabad,23.36,53.68,7.68,19.73,15.18,12.67,0.39,3.72,23.68
29-04-2020,Hyderabad,16.03,37.73,7.11,22.21,16.46,10.4,0.41,3.67,29.77
30-04-2020,Hyderabad,21.12,54.39,5.11,24.27,16.33,12.94,0.6,4.03,32.53
01-05-2020,Hyderabad,22.69,53.46,5.72,22.43,15.54,13.87,0.64,4.27,27.21
02-05-2020,Hyderabad,24.62,51.4,8.06,25.22,18.8,11.77,0.54,5.59,30.87
03-05-2020,Hyderabad,33.03,80.72,6.32,26.32,18.2,12.42,0.49,5.04,30.42
04-05-2020,Hyderabad,28.18,69.69,4.34,22.57,14.89,13.31,0.48,4.59,32.53
05-05-2020,Hyderabad,31.36,75.39,6.48,24.86,17.35,13.46,0.45,4.17,32.74
06-05-2020,Hyderabad,25.18,59.71,5.47,21.51,15.19,12.26,0.52,4.45,31.28
07-05-2020,Hyderabad,26.84,58.71,5.48,21.67,15.26,12.1,0.41,4.3,26.6
08-05-2020,Hyderabad,27.46,66.53,5.31,22.97,15.87,12.8,0.45,4.84,29.18
09-05-2020,Hyderabad,29.56,61.16,5.26,21.1,14.83,11.16,0.37,5.41,31.69
10-05-2020,Hyderabad,28.15,47.77,6.13,26.08,18.09,10.57,0.43,5.02,26.82
11-05-2020,Hyderabad,38.65,82.55,7.1,30.29,20.61,13.24,0.53,7.01,27.77
12-05-2020,Hyderabad,32.09,62.6,6.66,27.82,19.37,12.49,0.47,6.05,24.41
13-05-2020,Hyderabad,24.1,54.77,6.12,24.07,16.92,9.87,0.38,4.61,25.87
14-05-2020,Hyderabad,25.06,53.65,5.74,21.85,15.62,10.65,0.35,5.29,25.8
15-05-2020,Hyderabad,24.12,56.89,6.46,23.33,16.59,10.57,0.34,5.38,27.84
16-05-2020,Hyderabad,27.65,61.38,6.83,26.37,17.99,11.9,0.46,6.32,30.88
17-05-2020,Hyderabad,32.47,72.72,6.68,28.5,19.68,12.15,0.49,5.87,31.95
18-05-2020,Hyderabad,31.05,71.9,4.88,27.66,17.21,13.06,0.43,7.55,35.11
19-05-2020,Hyderabad,42.41,122.45,5.65,30.17,19.56,14.39,0.52,9.4,33.8
20-05-2020,Hyderabad,36.62,134.25,5.97,31.45,20.28,30.92,0.44,10.5,29.47
21-05-2020,Hyderabad,31.59,118.03,7.65,33.69,22.31,29.77,0.43,11.4,32.1
22-05-2020,Hyderabad,39.91,137.19,7.64,38.9,25.41,13.84,0.68,8.55,28.72
23-05-2020,Hyderabad,44.09,147.59,6.29,35.83,22.82,16.26,0.62,8.65,35.2
24-05-2020,Hyderabad,41.03,124.09,5.05,26.38,17.02,14.07,0.52,6.61,43.37
25-05-2020,Hyderabad,33.07,97.27,5.23,22.72,15.57,18.83,0.44,5.94,38.23
26-05-2020,Hyderabad,32.51,85.85,5.32,23.19,15.44,12.36,0.45,6.32,37.5
27-05-2020,Hyderabad,28.66,90.2,4.95,24.26,15.94,8.61,0.44,5.46,40.38
28-05-2020,Hyderabad,26.7,96.67,5.11,26.37,17.03,7,0.41,5.65,32.09
29-05-2020,Hyderabad,21.07,79.56,4.82,24.05,15.88,12.99,0.34,6.1,30.78
30-05-2020,Hyderabad,18.56,60.6,4.6,23.9,15.62,9.55,0.33,5.49,32.56
31-05-2020,Hyderabad,25.17,60.07,8.9,27.75,19.32,10.88,0.43,4.66,25.41
01-06-2020,Hyderabad,30,54.63,8.17,30.48,21.23,14.11,0.42,5.23,30.2
02-06-2020,Hyderabad,16.47,31.29,7.23,23.75,16.75,14.73,0.33,4.36,29.86
03-06-2020,Hyderabad,11.74,24.32,4.76,20.72,14,15.97,0.34,5.12,18.84
04-06-2020,Hyderabad,13.93,28.72,5.38,18.89,13.16,13.38,0.3,5.56,21.39
05-06-2020,Hyderabad,19.57,52.74,4.86,22.78,15.07,14.51,0.3,6.89,20.05
06-06-2020,Hyderabad,23.02,74.58,5.54,20.88,14.47,19.79,0.29,10.04,17.59
07-06-2020,Hyderabad,19.49,59.86,7.56,18,13.89,22.6,0.3,9.34,17.98
08-06-2020,Hyderabad,20.2,68.79,7.27,19.5,14.29,20.52,0.32,9.69,16.57
09-06-2020,Hyderabad,17.96,56.02,6.01,19.43,13.92,21.26,0.31,9.15,20.04
10-06-2020,Hyderabad,20.26,42.43,7.09,21.57,16.09,15.23,0.28,5.72,17.59
11-06-2020,Hyderabad,19.96,45.14,7.54,23.97,17.06,19.95,0.27,6.7,13.48
12-06-2020,Hyderabad,17.19,35.96,5.99,21.01,15.04,23.05,0.28,6.02,15.47
13-06-2020,Hyderabad,9.87,23.48,5.26,19.35,13.7,10.64,0.29,5.32,16.2
14-06-2020,Hyderabad,9.8,22.79,5.45,19.97,14.15,11.98,0.26,6.34,17.74
15-06-2020,Hyderabad,13.53,31.78,5.84,19.95,14.57,12.69,0.31,6.19,15.24
16-06-2020,Hyderabad,10.31,20.76,5.49,17.7,12.66,9.12,0.31,5.28,13.05
17-06-2020,Hyderabad,10.31,20.97,5.89,18.86,13.65,9.94,0.28,5.7,14.37
18-06-2020,Hyderabad,14.04,33.09,5.66,18.92,13.77,9.71,0.26,5.94,13.99
19-06-2020,Hyderabad,20.19,55.14,7.31,20.73,15.44,18.62,0.27,7.96,12.04
20-06-2020,Hyderabad,22.5,63.77,5.78,19.96,14.55,20.92,0.26,7.71,13.86
21-06-2020,Hyderabad,24,72.01,6.08,21.8,15.65,27.63,0.25,8.15,14.47
22-06-2020,Hyderabad,22.91,68.3,5.72,21.71,15.23,20.05,0.26,7.86,15.94
23-06-2020,Hyderabad,22.36,56.6,6.71,22.45,16.53,11.81,0.32,6.56,16.49
24-06-2020,Hyderabad,21.25,45.4,7.2,24.72,17.75,7.3,0.36,5.26,20.81
25-06-2020,Hyderabad,22.41,46.29,7.13,25.42,17.73,8.93,0.35,5.16,23.48
26-06-2020,Hyderabad,27.05,54.96,5.71,21.78,14.59,9.63,0.34,5.03,24.41
27-06-2020,Hyderabad,23.29,44.2,6.38,22.64,15.39,9.34,0.36,5.39,24.22
28-06-2020,Hyderabad,15.8,32.18,5.79,22.73,14.89,11.09,0.36,6.36,22.25
29-06-2020,Hyderabad,20.24,44.74,3.96,27.59,17.09,13.09,0.38,6.29,19.98
30-06-2020,Hyderabad,19.38,41.95,2.63,24.58,14.59,10.8,0.39,5.3,17.4
